critic,fresh,imdb,publication,quote,review_date,rtid,title
Mick LaSalle,rotten,112641,San Francisco Chronicle,"It's an ambitious film, but also a scattered, unfocused one.",2002-06-18,15,Casino
Rick Groen,fresh,112641,Globe and Mail,"Visually impressive, splendidly performed, thematically significant, this is a movie in full possession of every key cinematic asset except one -- a solid script.",2002-04-12,15,Casino
Peter Travers,fresh,112641,Rolling Stone,[A] Vegas masterpiece.,2001-05-12,15,Casino
Kenneth Turan,fresh,112641,Los Angeles Times,"Martin Scorsese is a master filmmaker, so skilled in the manipulation of imagery he might be the most proficient of active American directors.",2001-02-13,15,Casino
Mike Clark,fresh,112641,USA Today,"Whether you find it exhilarating, expendable or exhausting -- and you will find it exhausting -- Martin Scorsese's Casino is the spectacular last word on urban sprawl.",2000-01-01,15,Casino
Desson Thomson,rotten,112641,Washington Post,"After coming out gangbusters in its first and finest hour, the 180-minute movie loses all its chips in the remaining two.",2000-01-01,15,Casino
James Berardinelli,fresh,112641,ReelViews,"In every way -- from the fantastic sets, rich dialogue, and unapologetic violence to the well-portrayed characters and themes of loyalty and betrayal -- Casino is pure Scorsese.",2000-01-01,15,Casino
Roger Ebert,fresh,112641,Chicago Sun-Times,Martin Scorsese's fascinating new film Casino knows a lot about the Mafia's relationship with Las Vegas.,2000-01-01,15,Casino
Michael Wilmington,fresh,114388,Chicago Tribune,"This movie, made with love and wit, reminds us how much charm, liveliness, passion, good sense--and sensibility--Jane Austen provides.",2019-11-27,16,Sense and Sensibility
Thomas Sutcliffe,fresh,114388,Independent (UK),"Elinor, in other words, is a performance, but it is a performance that issues intimately from Thompson's real character, as all good performances do.",2017-11-15,16,Sense and Sensibility
Owen Gleiberman,fresh,114388,Entertainment Weekly,Luminously brings to life Austen's vision of the dance of the sexes.,2011-09-07,16,Sense and Sensibility
Todd McCarthy,fresh,114388,Variety,Thompson's script manages the neat trick of preserving the necessary niceties and decorum of civilized behavior of the time while still cutting to the dramatic quick.,2009-01-30,16,Sense and Sensibility
Jonathan Rosenbaum,fresh,114388,Chicago Reader,I can't say I remembered this 1995 feature too clearly a couple of days later; but I certainly had a good time as I watched it.,2007-02-09,16,Sense and Sensibility
Geoff Andrew,fresh,114388,Time Out,Thompson and Winslet give fine performances ably supported by the rest of the ensemble.,2006-06-24,16,Sense and Sensibility
Janet Maslin,fresh,114388,New York Times,We need no further proof that this material is ageless.,2003-05-21,16,Sense and Sensibility
Kenneth Turan,fresh,114388,Los Angeles Times,"The sensibility may be a bit off, but there is more than enough sense involved in this mid-Atlantic Austen to make up the difference.",2001-02-13,16,Sense and Sensibility
Susan Stark,fresh,114388,Detroit News,It's bliss.,2000-01-01,16,Sense and Sensibility
Mike Clark,fresh,114388,USA Today,"The movie is good fun, boasting a dozen vivid characters and two that moviegoers will take to heart.",2000-01-01,16,Sense and Sensibility
John Hartl,fresh,114388,Film.com,"A triumph for Taiwan's most famous director, Ang Lee.",2000-01-01,16,Sense and Sensibility
Bruce Reid,fresh,114388,Film.com,"Sense and Sensibility is funny, expansive, and a delight to spend company with.",2000-01-01,16,Sense and Sensibility
Sean P. Means,fresh,114388,Film.com,Thompson's script hits its peak by keeping Austen's voice yet finding the satirical smirk behind it.,2000-01-01,16,Sense and Sensibility
Roger Ebert,rotten,114388,Chicago Sun-Times,"Sense and Sensibility is an enjoyable film, and yet it left me somehow unsatisfied.",2000-01-01,16,Sense and Sensibility
Mick LaSalle,fresh,114388,San Francisco Chronicle,"An exuberant, well- crafted film that gets the audience involved on a gut level.",2000-01-01,16,Sense and Sensibility
James Berardinelli,fresh,114388,ReelViews,Told with deft skill and a pleasantly humorous romantic touch.,2000-01-01,16,Sense and Sensibility
Rita Kempley,fresh,114388,Washington Post,Demonstrates how little humankind has evolved in matters of the heart.,2000-01-01,16,Sense and Sensibility
Louis B. Parks,fresh,114388,Houston Chronicle,The film is packed with pleasing performances by stage-trained actors.,2000-01-01,16,Sense and Sensibility
Susan Wloszczyna,rotten,112281,USA Today,"There's so little to watch besides Carrey, in fact, it makes you actually miss (gasp!) Sean Young from Ace 1.",2000-01-01,18,Ace Ventura: When Nature Calls
Brian Lowry,rotten,113845,Variety,Bounces along with a lame script and inconsistent pace.,2009-03-26,19,Money Train
Nigel Floyd,rotten,113845,Time Out,Hardly worth the four-year wait.,2006-06-24,19,Money Train
Stephen Holden,fresh,113845,New York Times,"More viscerally charged than ""Speed"" and hipper than ""Die Hard With a Vengeance,"" the movie is a careening, screeching joyride that showers sparks like fireworks.",2003-05-20,19,Money Train
Kenneth Turan,fresh,113845,Los Angeles Times,"""Money Train"" is a by-the-numbers action-buddy picture, and few directors run through those numbers as smoothly as Joseph Ruben.",2001-02-13,19,Money Train
Hal Hinson,rotten,113845,Washington Post,"Even if they only charged a token, it would be too much.",2000-01-01,19,Money Train
Mike Clark,rotten,113845,USA Today,"It's stupid, but also breezier than the year's other 12-score releases not worth a second look.",2000-01-01,19,Money Train
Ken Tucker,rotten,113845,Entertainment Weekly,"A big, noisy headache of a movie...",1995-11-22,19,Money Train
David Hunter,fresh,113161,Hollywood Reporter,"How cool can a mere movie be? A perfect cast and great script, based on a hilariously witty best seller, are key elements. When you add a talented director and let the magic of Hollywood take over, the result is Get Shorty.",2019-10-25,20,Get Shorty
Carol Buckland,fresh,113161,CNN.com,It's terrifically entertaining.,2018-01-05,20,Get Shorty
David Ansen,fresh,113161,Newsweek,"Hollywood has been in love with mobsters since the beginning of movies. But the other side of the equation has seldom been considered. That is, until now.",2008-05-07,20,Get Shorty
Variety Staff,fresh,113161,Variety,A drolly offbeat look at Hollywood mores dedicated to the proposition that the best preparation for becoming a film producer is a stint in the criminal underworld.,2008-05-07,20,Get Shorty
Jonathan Rosenbaum,fresh,113161,Chicago Reader,An entertaining comedy-thriller adapted by Scott Frank from the Elmore Leonard best-seller and directed with bounce (if not much nuance) by Barry Sonnenfeld.,2008-05-07,20,Get Shorty
,fresh,113161,Time Out,Everything clicks.,2006-06-24,20,Get Shorty
Janet Maslin,fresh,113161,New York Times,"It's part of the joke here that Chili is a die-hard cineaste and loves reminiscing about smart, stylish tough-guy films he has enjoyed. Get Shorty belongs on that list.",2003-05-20,20,Get Shorty
Edward Guthmann,fresh,113161,San Francisco Chronicle,"It's Travolta -- smooth, commanding, handsome as ever, a cool, rhythmic bop in his walk -- who owns the film.",2002-06-18,20,Get Shorty
Peter Travers,fresh,113161,Rolling Stone,The result is one of the best movies of the year and by far the most entertaining.,2001-05-12,20,Get Shorty
Kenneth Turan,fresh,113161,Los Angeles Times,In the category of amiable diversions it's awfully tough to improve on.,2001-02-13,20,Get Shorty
Desson Thomson,fresh,113161,Washington Post,"This comic potboiler about gangsters in Hollywood would be a great piece of fun even without Travolta. But as a loan shark from Miami with a charming bedside manner and bigtime movie dreams, he raises the fun quotient into the sublime.",2000-01-01,20,Get Shorty
,fresh,113161,USA Today,"Minor, but amusingly droll.",2000-01-01,20,Get Shorty
James Berardinelli,fresh,113161,ReelViews,"While it's quite possible for the cinematically unaware to enjoy this film, this is a real treat for movie buffs. The story is as much about the love of motion pictures as it is about gangsters.",2000-01-01,20,Get Shorty
Hal Hinson,fresh,113161,Washington Post,Irresistibly charming.,2000-01-01,20,Get Shorty
Roger Ebert,fresh,113161,Chicago Sun-Times,"One of the pleasures of Get Shorty is watching the way the plot moves effortlessly from crime to the movies - not a long distance, since both industries are based on fear, greed, creativity and intimidation.",2000-01-01,20,Get Shorty
David Ansen,fresh,112722,Newsweek,"For anyone who likes to stoke adrenaline with anxiety, Copycat delivers the goods.",2018-02-23,21,Copycat
Mike Clark,rotten,112722,USA Today,"Copycat, despite two tough-babe leads to kill for, flies in more directions than scattered kitty litter.",2000-01-01,21,Copycat
Roger Ebert,fresh,112722,Chicago Sun-Times,"Copycat doesn't have the dark tones of Seven, or that movie's distinctive look. But in its own way, it is as effective. It creates original characters and makes them more important than the plot. We care, and that's the key.",2000-01-01,21,Copycat
David Jenkins,rotten,1186367,Time Out,A garish and poorly filmed chop-socky frolic that makes about as much sense as an Escher painting viewed through Vaseline-smudged Ray-Bans.,2010-01-22,22,Ninja Assassin
Kevin Maher,rotten,1186367,Times (UK),Ninja Assassin is final proof that the once innovative Wachowski Brothers have indeed lost their creative mojo.,2010-01-22,22,Ninja Assassin
Peter Bradshaw,rotten,1186367,Guardian,The fight scenes are uninspired and I suspect post-pubescent audiences will be very bored.,2010-01-22,22,Ninja Assassin
Sukhdev Sandhu,fresh,1186367,Daily Telegraph (UK),"The fight scenes are mostly great. And Rain, so dashing in Speed Racer, is something to behold. His precisely rippled and defined body is awe-inspiring.",2010-01-22,22,Ninja Assassin
Adam Lee Davies,rotten,1186367,Little White Lies,"It truly wouldn't take much - a minor re-edit, a few arch looks to camera, a wiseacre sidekick named 'Shortballs' - to inch this utterly mystifying throwback into spoof territory.",2010-01-22,22,Ninja Assassin
Anthony Quinn,rotten,1186367,Independent (UK),"When the slicing and dicing and blood-spurting become as unstoppably frenzied as they do in the course of Ninja Assassin, one's instinct is less to take fright than take 40 winks and hope to wake up when it's all over.",2010-01-22,22,Ninja Assassin
Charlotte O'Sullivan,rotten,1186367,London Evening Standard,The first time we see heads roll it's entertaining. The second time it's boring. The eighth time...,2010-01-22,22,Ninja Assassin
Kevin B. Lee,rotten,1186367,Time Out,Perhaps such phenomenal slaughter is best left to the imagination.,2009-12-02,22,Ninja Assassin
A.O. Scott,rotten,1186367,At the Movies,"The problem is that the fight sequences -- the only reason anyone sees a movie like this in the first place -- are muddy, chaotic and boring. Even diehard fans of this genre would be well advised to skip this one.",2009-11-30,22,Ninja Assassin
Jeannette Catsoulis,rotten,1186367,New York Times,"This saga, set in Berlin, is more committed to its bloodletting than to any of its characters.",2009-11-25,22,Ninja Assassin
Dan Kois,rotten,1186367,Washington Post,A movie that provides plenty of jolts but precious little pleasure.,2009-11-25,22,Ninja Assassin
Kyle Smith,fresh,1186367,New York Post,This movie knows exactly what it is: Gonzo silliness about bodies turned into human salsa.,2009-11-25,22,Ninja Assassin
Brian Miller,rotten,1186367,Village Voice,"Shouldn't throwing stars be silent? If they're gonna sound like gunshots, why not just use guns?",2009-11-25,22,Ninja Assassin
